"STATION","NAME","DATE","AWND","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WESD","WT01","WT03","WT04","WT05","WT06","WT11"
"USC00300443","BATAVIA, NY US","2009-01-01",,,,"0.00","0.0","6.0","40","18","28",,,,,,,
"USC00300443","BATAVIA, NY US","2009-01-02",,,,"0.00","0.0","5.0","34","13","31",,,,,,,
"USC00300443","BATAVIA, NY US","2009-01-03",,,,"0.04","0.8","6.0","27","21","25",,,,,,,
"USC00300443","BATAVIA, NY US","2009-01-04",,,,"0.00","0.0","6.0","29","18","28",,,,,,,
"USC00300443","BATAVIA, NY US","2009-01-05",,,,"0.00","0.0","6.0","32","20","24",,,,,,,
"USC00300443","BATAVIA, NY US","2009-01-06",,,,"0.00","0.0","5.0","27","12","27",,,,,,,
"USC00300443","BATAVIA, NY US","2009-01-07",,,,"0.65","0.3","3.0","35","24","32",,,,,,,
"USC00300443","BATAVIA, NY US","2009-01-08",,,,"0.04","2.0","5.0","30","21","22",,,,,,,
"USC00300443","BATAVIA, NY US","2009-01-09",,,,"0.03","0.1","3.0","24","14","22",,,,,,,
"USC00300443","BATAVIA, NY US","2009-01-10",,,,"0.00","0.0","3.0","19","6","18",,,,,,,
"USC00300443","BATAVIA, NY US","2009-01-11",,,,"0.28","7.0","10.0","23","16","22",,,,,,,
"USC00300443","BATAVIA, NY US","2009-01-12",,,,"0.10","1.0","10.0","27","15","25",,,,,,,
"USC00300443","BATAVIA, NY US","2009-01-13",,,,"0.12","2.0","13.0","33","20","33",,,,,,,
"USC00300443","BATAVIA, NY US","2009-01-14",,,,"0.03","3.8","16.0","16","-1","7",,,,,,,
"USC00300443","BATAVIA, NY US","2009-01-15",,,,"0.07","1.0","17.0","14","0","10",,,,,,,
"USC00300443","BATAVIA, NY US","2009-01-16",,,,"0.02","1.0","18.0","7","2","5",,,,,,,
"USC00300443","BATAVIA, NY US","2009-01-17",,,,"0.01","0.3","17.0","11","-1","10",,,,,,,
"USC00300443","BATAVIA, NY US","2009-01-18",,,,"0.04","0.9","18.0","28","11","27",,,,,,,
"USC00300443","BATAVIA, NY US","2009-01-19",,,,"0.03","0.5","18.0","22","14","19",,,,,,,
"USC00300443","BATAVIA, NY US","2009-01-20",,,,"0.03","1.0","19.0","20","11","15",,,,,,,
"USC00300443","BATAVIA, NY US","2009-01-21",,,,"0.01","0.1","17.0","20","3","20",,,,,,,
"USC00300443","BATAVIA, NY US","2009-01-22",,,,"0.01","0.1","17.0","26","18","26",,,,,,,
"USC00300443","BATAVIA, NY US","2009-01-23",,,,"0.00","0.0","9.0","43","25","42",,,,,,,
"USC00300443","BATAVIA, NY US","2009-01-24",,,,"0.03","0.3","10.0","32","7","9",,,,,,,
"USC00300443","BATAVIA, NY US","2009-01-25",,,,"0.00","0.0","10.0","17","5","15",,,,,,,
"USC00300443","BATAVIA, NY US","2009-01-26",,,,"0.00","0.0","6.0","17","4","17",,,,,,,
"USC00300443","BATAVIA, NY US","2009-01-27",,,,"0.00","0.0","5.0","24","12","21",,,,,,,
"USC00300443","BATAVIA, NY US","2009-01-28",,,,"0.50","8.5","14.0","28","18","26",,,,,,,
"USC00300443","BATAVIA, NY US","2009-01-29",,,,"0.10","2.0","16.0","22","14","22",,,,,,,
"USC00300443","BATAVIA, NY US","2009-01-30",,,,"0.03","1.0","17.0","25","20","21",,,,,,,
"USC00300443","BATAVIA, NY US","2009-01-31",,,,"0.01","0.3","17.0","16","7","15",,,,,,,
"USC00300443","BATAVIA, NY US","2009-02-01",,,,"0.00","0.0","16.0","38","18","37",,,,,,,
"USC00300443","BATAVIA, NY US","2009-02-02",,,,"0.00","0.0","6.0","36","25","35",,,,,,,
"USC00300443","BATAVIA, NY US","2009-02-03",,,,"0.00","0.0","5.0","28","14","26",,,,,,,
"USC00300443","BATAVIA, NY US","2009-02-04",,,,"0.02","1.0","6.0","19","8","14",,,,,,,
"USC00300443","BATAVIA, NY US","2009-02-05",,,,"0.02",,"6.0","11","-3","11",,,,,,,
"USC00300443","BATAVIA, NY US","2009-02-06",,,,"0.00","0.0","5.0","27","6","27",,,,,,,
"USC00300443","BATAVIA, NY US","2009-02-07",,,,"0.00","0.0","5.0","13","51","50",,,,,,,
"USC00300443","BATAVIA, NY US","2009-02-08",,,,"0.00","0.0","1.0","50","34","36",,,,,,,
"USC00300443","BATAVIA, NY US","2009-02-09",,,,"0.00","0.0",,"41","26","39",,,,,,,
"USC00300443","BATAVIA, NY US","2009-02-10",,,,"0.00","0.0",,"53","29","52",,,,,,,
"USC00300443","BATAVIA, NY US","2009-02-11",,,,"0.07","0.0","0.0","52","45","52",,,,,,,
"USC00300443","BATAVIA, NY US","2009-02-12",,,,"0.88",,"2.0","53","32","33",,,,,,,
"USC00300443","BATAVIA, NY US","2009-02-13",,,,"0.11","1.0","3.0","42","21","28",,,,,,,
"USC00300443","BATAVIA, NY US","2009-02-14",,,,"0.00","0.0","1.0","30","16","28",,,,,,,
"USC00300443","BATAVIA, NY US","2009-02-15",,,,"0.00","0.0","1.0","31","16","30",,,,,,,
"USC00300443","BATAVIA, NY US","2009-02-16",,,,"0.00","0.0","1.0","27","13","27",,,,,,,
"USC00300443","BATAVIA, NY US","2009-02-17",,,,"0.00","0.0","1.0","35","17","29",,,,,,,
"USC00300443","BATAVIA, NY US","2009-02-18",,,,"0.00","0.0","1.0","36","25","35",,,,,,,
"USC00300443","BATAVIA, NY US","2009-02-19",,,,"0.02","0.0","1.0","38","20","20",,,,,,,
"USC00300443","BATAVIA, NY US","2009-02-20",,,,"0.08","2.0","3.0","25","15","22",,,,,,,
"USC00300443","BATAVIA, NY US","2009-02-21",,,,"0.00","0.0","2.0","34","19","33",,,,,,,
"USC00300443","BATAVIA, NY US","2009-02-22",,,,"0.03","1.0","3.0","37","23","24",,,,,,,
"USC00300443","BATAVIA, NY US","2009-02-23",,,,"0.02","1.0","4.0","21","13","19",,,,,,,
"USC00300443","BATAVIA, NY US","2009-02-24",,,,"0.01","2.0","6.0","25","8","24",,,,,,,
"USC00300443","BATAVIA, NY US","2009-02-25",,,,"0.00","0.0","1.0","45","12","44",,,,,,,
"USC00300443","BATAVIA, NY US","2009-02-26",,,,"0.00","0.0",,"45","38","45",,,,,,,
"USC00300443","BATAVIA, NY US","2009-02-27",,,,"0.22","0.0",,"53","35","35",,,,,,,
"USC00300443","BATAVIA, NY US","2009-02-28",,,,"0.03","0.0","0.0","22","11","17",,,,,,,
"USC00300443","BATAVIA, NY US","2009-03-01",,,,"0.00","0.0","0.0","26","11","22",,,,,,,
"USC00300443","BATAVIA, NY US","2009-03-02",,,,"0.02",,"0.0","19","10","11",,,,,,,
"USC00300443","BATAVIA, NY US","2009-03-03",,,,"0.00","0.0","0.0","20","6","19",,,,,,,
"USC00300443","BATAVIA, NY US","2009-03-04",,,,"0.00","0.0","0.0","30","13","29",,,,,,,
"USC00300443","BATAVIA, NY US","2009-03-05",,,,"0.00","0.0","0.0","51","17","50",,,,,,,
"USC00300443","BATAVIA, NY US","2009-03-06",,,,"0.00","0.0","0.0","58","47","58",,,,,,,
"USC00300443","BATAVIA, NY US","2009-03-07",,,,"0.04","0.0","0.0","51","32","43",,,,,,,
"USC00300443","BATAVIA, NY US","2009-03-08",,,,"1.45","0.0","0.0","39","35","37",,,,,,,
"USC00300443","BATAVIA, NY US","2009-03-09",,,,"0.63","0.0","0.0","47","32","35",,,,,,,
"USC00300443","BATAVIA, NY US","2009-03-10",,,,"0.06","0.0","0.0","40","31","40",,,,,,,
"USC00300443","BATAVIA, NY US","2009-03-11",,,,"0.00","0.0","0.0","57","37","37",,,,,,,
"USC00300443","BATAVIA, NY US","2009-03-12",,,,"0.65","0.0","0.0","28","21","23",,,,,,,
"USC00300443","BATAVIA, NY US","2009-03-13",,,,"0.01","0.0","0.0","31","14","31",,,,,,,
"USC00300443","BATAVIA, NY US","2009-03-14",,,,"0.00","0.0","0.0","45","23","45",,,,,,,
"USC00300443","BATAVIA, NY US","2009-03-15",,,,"0.00","0.0","0.0","52","25","52",,,,,,,
"USC00300443","BATAVIA, NY US","2009-03-16",,,,"0.00","0.0","0.0","55","27","54",,,,,,,
"USC00300443","BATAVIA, NY US","2009-03-17",,,,"0.00","0.0","0.0","57","33","57",,,,,,,
"USC00300443","BATAVIA, NY US","2009-03-18",,,,"0.05","0.0","0.0","59","45","49",,,,,,,
"USC00300443","BATAVIA, NY US","2009-03-19",,,,"0.02","0.0","0.0","47","34","42",,,,,,,
"USC00300443","BATAVIA, NY US","2009-03-20",,,,"0.01","0.0","0.0","35","22","33",,,,,,,
"USC00300443","BATAVIA, NY US","2009-03-21",,,,"0.00","0.0","0.0","44","21","44",,,,,,,
"USC00300443","BATAVIA, NY US","2009-03-22",,,,"0.00","0.0","0.0","40","34","40",,,,,,,
"USC00300443","BATAVIA, NY US","2009-03-23",,,,"0.00","0.0","0.0","32","20","30",,,,,,,
"USC00300443","BATAVIA, NY US","2009-03-24",,,,"0.00","0.0","0.0","42","19","41",,,,,,,
"USC00300443","BATAVIA, NY US","2009-03-25",,,,"0.00","0.0","0.0","62","26","57",,,,,,,
"USC00300443","BATAVIA, NY US","2009-03-26",,,,"0.03","0.0","0.0","55","47","52",,,,,,,
"USC00300443","BATAVIA, NY US","2009-03-27",,,,"0.23","0.0","0.0","57","35","56",,,,,,,
"USC00300443","BATAVIA, NY US","2009-03-28",,,,"0.00","0.0","0.0","59","36","58",,,,,,,
"USC00300443","BATAVIA, NY US","2009-03-29",,,,"0.06","0.0","0.0","58","41","43",,,,,,,
"USC00300443","BATAVIA, NY US","2009-03-30",,,,"0.01","0.0","0.0","42","31","34",,,,,,,
"USC00300443","BATAVIA, NY US","2009-03-31",,,,"0.00","0.0","0.0","49","26","48",,,,,,,
"USC00300443","BATAVIA, NY US","2009-04-01",,,,"0.17","0.0","0.0","54","35","50",,,,,,,
"USC00300443","BATAVIA, NY US","2009-04-02",,,,"0.00","0.0","0.0","64","38","63",,,,,,,
"USC00300443","BATAVIA, NY US","2009-04-03",,,,"0.06","0.0","0.0","60","50","55",,,,,,,
"USC00300443","BATAVIA, NY US","2009-04-04",,,,"0.49","0.0","0.0","39","33","38",,,,,,,
"USC00300443","BATAVIA, NY US","2009-04-05",,,,"0.00","0.0","0.0","52","32","50",,,,,,,
"USC00300443","BATAVIA, NY US","2009-04-06",,,,"0.31","0.0","0.0","54","37","43",,,,,,,
"USC00300443","BATAVIA, NY US","2009-04-07",,,,"0.03","2.0","2.0","32","24","29",,,,,,,
"USC00300443","BATAVIA, NY US","2009-04-08",,,,"0.03","0.0",,"42","28","42",,,,,,,
"USC00300443","BATAVIA, NY US","2009-04-09",,,,"0.01","0.0",,"51","34","51",,,,,,,
"USC00300443","BATAVIA, NY US","2009-04-10",,,,"0.00","0.0","0.0","53","31","46",,,,,,,
"USC00300443","BATAVIA, NY US","2009-04-11",,,,"0.00","0.0","0.0","44","31","43",,,,,,,
"USC00300443","BATAVIA, NY US","2009-04-12",,,,"0.00","0.0","0.0","41","25","40",,,,,,,
"USC00300443","BATAVIA, NY US","2009-04-13",,,,"0.00","0.0","0.0","47","25","46",,,,,,,
"USC00300443","BATAVIA, NY US","2009-04-14",,,,"0.00","0.0","0.0","55","32","53",,,,,,,
"USC00300443","BATAVIA, NY US","2009-04-15",,,,"0.00","0.0","0.0","55","37","55",,,,,,,
"USC00300443","BATAVIA, NY US","2009-04-16",,,,"0.00","0.0","0.0","57","33","55",,,,,,,
"USC00300443","BATAVIA, NY US","2009-04-17",,,,"0.00","0.0","0.0","63","38","62",,,,,,,
"USC00300443","BATAVIA, NY US","2009-04-18",,,,"0.00","0.0","0.0","64","49","63",,,,,,,
"USC00300443","BATAVIA, NY US","2009-04-19",,,,"0.00","0.0","0.0","54","39","51",,,,,,,
"USC00300443","BATAVIA, NY US","2009-04-20",,,,"0.06","0.0","0.0","51","41","43",,,,,,,
"USC00300443","BATAVIA, NY US","2009-04-21",,,,"0.09","0.0","0.0","60","40","55",,,,,,,
"USC00300443","BATAVIA, NY US","2009-04-22",,,,"0.16","0.0","0.0","48","38","46",,,,,,,
"USC00300443","BATAVIA, NY US","2009-04-23",,,,"0.07","0.0","0.0","49","35","49",,,,,,,
"USC00300443","BATAVIA, NY US","2009-04-24",,,,"0.00","0.0","0.0","80","38","80",,,,,,,
"USC00300443","BATAVIA, NY US","2009-04-25",,,,"0.00","0.0","0.0","80","63","78",,,,,,,
"USC00300443","BATAVIA, NY US","2009-04-26",,,,"0.10","0.0","0.0","65","47","62",,,,,,,
"USC00300443","BATAVIA, NY US","2009-04-27",,,,"0.00","0.0","0.0","83","47","80",,,,,,,
"USC00300443","BATAVIA, NY US","2009-04-28",,,,"0.11","0.0","0.0","72","48","48",,,,,,,
"USC00300443","BATAVIA, NY US","2009-04-29",,,,"0.06","0.0","0.0","58","37","56",,,,,,,
"USC00300443","BATAVIA, NY US","2009-04-30",,,,"0.00","0.0","0.0","69","41","67",,,,,,,
"USC00300443","BATAVIA, NY US","2009-05-01",,,,"0.11","0.0","0.0","66","55","65",,,,,,,
"USC00300443","BATAVIA, NY US","2009-05-02",,,,"0.11","0.0","0.0","59","39","57",,,,,,,
"USC00300443","BATAVIA, NY US","2009-05-03",,,,"0.00","0.0","0.0","65","46","64",,,,,,,
"USC00300443","BATAVIA, NY US","2009-05-04",,,,"0.00","0.0","0.0","61","43","61",,,,,,,
"USC00300443","BATAVIA, NY US","2009-05-05",,,,"0.00","0.0","0.0","67","40","66",,,,,,,
"USC00300443","BATAVIA, NY US","2009-05-06",,,,"0.00","0.0","0.0","69","48","68",,,,,,,
"USC00300443","BATAVIA, NY US","2009-05-07",,,,"0.59","0.0","0.0","62","51","60",,,,,,,
"USC00300443","BATAVIA, NY US","2009-05-08",,,,"0.06","0.0","0.0","73","52","71",,,,,,,
"USC00300443","BATAVIA, NY US","2009-05-09",,,,"0.40","0.0","0.0","73","57","65",,,,,,,
"USC00300443","BATAVIA, NY US","2009-05-10",,,,"0.02","0.0","0.0","52","42","46",,,,,,,
"USC00300443","BATAVIA, NY US","2009-05-11",,,,"0.00","0.0","0.0","59","35","53",,,,,,,
"USC00300443","BATAVIA, NY US","2009-05-12",,,,"0.00","0.0","0.0","63","40","63",,,,,,,
"USC00300443","BATAVIA, NY US","2009-05-13",,,,"0.00","0.0","0.0","72","45","72",,,,,,,
"USC00300443","BATAVIA, NY US","2009-05-14",,,,"0.13","0.0","0.0","69","58","67",,,,,,,
"USC00300443","BATAVIA, NY US","2009-05-15",,,,"0.00","0.0","0.0","68","44","65",,,,,,,
"USC00300443","BATAVIA, NY US","2009-05-16",,,,"0.00","0.0","0.0","78","53","68",,,,,,,
"USC00300443","BATAVIA, NY US","2009-05-17",,,,"0.05","0.0","0.0","56","38","56",,,,,,,
"USC00300443","BATAVIA, NY US","2009-05-18",,,,"0.00","0.0","0.0","57","33","56",,,,,,,
"USC00300443","BATAVIA, NY US","2009-05-19",,,,"0.00","0.0","0.0","68","39","67",,,,,,,
"USC00300443","BATAVIA, NY US","2009-05-20",,,,"0.00","0.0","0.0","79","52","78",,,,,,,
"USC00300443","BATAVIA, NY US","2009-05-21",,,,"0.00","0.0","0.0","81","58","80",,,,,,,
"USC00300443","BATAVIA, NY US","2009-05-22",,,,"0.00","0.0","0.0","74","60","70",,,,,,,
"USC00300443","BATAVIA, NY US","2009-05-23",,,,"0.00","0.0","0.0","77","50","77",,,,,,,
"USC00300443","BATAVIA, NY US","2009-05-24",,,,"0.00","0.0","0.0","73","56","72",,,,,,,
"USC00300443","BATAVIA, NY US","2009-05-25",,,,"0.00","0.0","0.0","65","47","64",,,,,,,
"USC00300443","BATAVIA, NY US","2009-05-26",,,,"0.00","0.0","0.0","67","42","57",,,,,,,
"USC00300443","BATAVIA, NY US","2009-05-27",,,,"0.09","0.0","0.0","77","53","75",,,,,,,
"USC00300443","BATAVIA, NY US","2009-05-28",,,,"0.35","0.0","0.0","78","56","78",,,,,,,
"USC00300443","BATAVIA, NY US","2009-05-29",,,,"0.57","0.0","0.0","67","57","64",,,,,,,
"USC00300443","BATAVIA, NY US","2009-05-30",,,,"0.02","0.0","0.0","64","49","63",,,,,,,
"USC00300443","BATAVIA, NY US","2009-05-31",,,,"0.29","0.0","0.0","61","43","55",,,,,,,
"USC00300443","BATAVIA, NY US","2009-06-01",,,,"0.02","0.0",,"65","43","64",,,,,,,
"USC00300443","BATAVIA, NY US","2009-06-02",,,,"0.00","0.0","0.0","64","42","62",,,,,,,
"USC00300443","BATAVIA, NY US","2009-06-03",,,,"0.00","0.0","0.0","66","61","61",,,,,,,
"USC00300443","BATAVIA, NY US","2009-06-04",,,,"0.00","0.0","0.0","67","64","66",,,,,,,
"USC00300443","BATAVIA, NY US","2009-06-05",,,,"0.00","0.0","0.0","72","70","71",,,,,,,
"USC00300443","BATAVIA, NY US","2009-06-06",,,,"0.00","0.0","0.0","74","70","72",,,,,,,
"USC00300443","BATAVIA, NY US","2009-06-07",,,,"0.00","0.0","0.0","74","54","73",,,,,,,
"USC00300443","BATAVIA, NY US","2009-06-08",,,,"0.00","0.0","0.0","61","61","61",,,,,,,
"USC00300443","BATAVIA, NY US","2009-06-09",,,,"0.30","0.0","0.0","73","69","71",,,,,,,
"USC00300443","BATAVIA, NY US","2009-06-10",,,,"0.00","0.0","0.0","71","65","66",,,,,,,
"USC00300443","BATAVIA, NY US","2009-06-11",,,,"0.02","0.0","0.0","71","55","69",,,,,,,
"USC00300443","BATAVIA, NY US","2009-06-12",,,,"0.32","0.0","0.0","73","71","71",,,,,,,
"USC00300443","BATAVIA, NY US","2009-06-13",,,,"0.00","0.0","0.0","68","66","67",,,,,,,
"USC00300443","BATAVIA, NY US","2009-06-14",,,,"0.00","0.0","0.0","74","70","73",,,,,,,
"USC00300443","BATAVIA, NY US","2009-06-15",,,,"0.00","0.0","0.0","75","71","73",,,,,,,
"USC00300443","BATAVIA, NY US","2009-06-16",,,,"0.00","0.0","0.0","77","76","77",,,,,,,
"USC00300443","BATAVIA, NY US","2009-06-17",,,,"0.01","0.0","0.0","65","61","62",,,,,,,
"USC00300443","BATAVIA, NY US","2009-06-18",,,,"1.64","0.0","0.0","61","60","60",,,,,,,
"USC00300443","BATAVIA, NY US","2009-06-19",,,,"0.03","0.0","0.0","71","70","70",,,,,,,
"USC00300443","BATAVIA, NY US","2009-06-20",,,,"0.45","0.0","0.0","60","59","60",,,,,,,
"USC00300443","BATAVIA, NY US","2009-06-21",,,,"0.18","0.0","0.0","72","68","71",,,,,,,
"USC00300443","BATAVIA, NY US","2009-06-22",,,,"0.00","0.0","0.0","75","61","74",,,,,,,
"USC00300443","BATAVIA, NY US","2009-06-23",,,,"0.00","0.0","0.0","78","77","77",,,,,,,
"USC00300443","BATAVIA, NY US","2009-06-24",,,,"0.00","0.0","0.0","85","60","85",,,,,,,
"USC00300443","BATAVIA, NY US","2009-06-25",,,,"0.46","0.0","0.0","80","65","66",,,,,,,
"USC00300443","BATAVIA, NY US","2009-06-26",,,,"0.43","0.0","0.0","79","78","79",,,,,,,
"USC00300443","BATAVIA, NY US","2009-06-27",,,,"0.00","0.0","0.0","75","72","75",,,,,,,
"USC00300443","BATAVIA, NY US","2009-06-28",,,,"0.24","0.0","0.0","61","60","61",,,,,,,
"USC00300443","BATAVIA, NY US","2009-06-29",,,,"0.59","0.0","0.0","76","59","76",,,,,,,
"USC00300443","BATAVIA, NY US","2009-06-30",,,,"0.49","0.0","0.0","66","66","66",,,,,,,
"USC00300443","BATAVIA, NY US","2009-07-01",,,,"0.03","0.0","0.0","74","70","74",,,,,,,
"USC00300443","BATAVIA, NY US","2009-07-02",,,,"0.76","0.0","0.0","66","64","66",,,,,,,
"USC00300443","BATAVIA, NY US","2009-07-03",,,,"0.02","0.0","0.0","68","66","68",,,,,,,
"USC00300443","BATAVIA, NY US","2009-07-04",,,,"0.00","0.0","0.0","71","67","70",,,,,,,
"USC00300443","BATAVIA, NY US","2009-07-05",,,,"0.00","0.0","0.0","74","71","73",,,,,,,
"USC00300443","BATAVIA, NY US","2009-07-06",,,,"0.08","0.0","0.0","71","71","71",,,,,,,
"USC00300443","BATAVIA, NY US","2009-07-07",,,,"0.25","0.0","0.0","62","58","61",,,,,,,
"USC00300443","BATAVIA, NY US","2009-07-08",,,,"0.02","0.0","0.0","71","69","70",,,,,,,
"USC00300443","BATAVIA, NY US","2009-07-09",,,,"0.00","0.0","0.0","75","73","74",,,,,,,
"USC00300443","BATAVIA, NY US","2009-07-10",,,,"0.00","0.0","0.0","82","80","81",,,,,,,
"USC00300443","BATAVIA, NY US","2009-07-11",,,,"0.52","0.0","0.0","72","71","72",,,,,,,
"USC00300443","BATAVIA, NY US","2009-07-12",,,,"0.00","0.0","0.0","77","51","67",,,,,,,
"USC00300443","BATAVIA, NY US","2009-07-13",,,,"0.00","0.0","0.0","70","68","68",,,,,,,
"USC00300443","BATAVIA, NY US","2009-07-14",,,,"0.00","0.0","0.0","70","68","70",,,,,,,
"USC00300443","BATAVIA, NY US","2009-07-15",,,,"0.00","0.0","0.0","78","76","77",,,,,,,
"USC00300443","BATAVIA, NY US","2009-07-16",,,,"0.00","0.0","0.0","78","77","77",,,,,,,
"USC00300443","BATAVIA, NY US","2009-07-17",,,,"0.00","0.0","0.0","79","62","67",,,,,,,
"USC00300443","BATAVIA, NY US","2009-07-18",,,,"0.39","0.0","0.0","69","66","67",,,,,,,
"USC00300443","BATAVIA, NY US","2009-07-19",,,,"0.00","0.0","0.0","75","73","75",,,,,,,
"USC00300443","BATAVIA, NY US","2009-07-20",,,,"0.00","0.0","0.0","71","71","71",,,,,,,
"USC00300443","BATAVIA, NY US","2009-07-21",,,,"0.00","0.0","0.0","76","59","71",,,,,,,
"USC00300443","BATAVIA, NY US","2009-07-22",,,,"0.26","0.0","0.0","76","63","76",,,,,,,
"USC00300443","BATAVIA, NY US","2009-07-23",,,,"1.08","0.0","0.0","78","64","76",,,,,,,
"USC00300443","BATAVIA, NY US","2009-07-24",,,,"0.54","0.0","0.0","75","71","71",,,,,,,
"USC00300443","BATAVIA, NY US","2009-07-25",,,,"0.00","0.0","0.0","80","74","78",,,,,,,
"USC00300443","BATAVIA, NY US","2009-07-26",,,,"0.84","0.0","0.0","79","65","69",,,,,,,
"USC00300443","BATAVIA, NY US","2009-07-27",,,,"0.03","0.0","0.0","81","65","73",,,,,,,
"USC00300443","BATAVIA, NY US","2009-07-28",,,,"0.00","0.0","0.0","84","69","83",,,,,,,
"USC00300443","BATAVIA, NY US","2009-07-29",,,,"0.05","0.0","0.0","76","59","75",,,,,,,
"USC00300443","BATAVIA, NY US","2009-07-30",,,,"0.05","0.0","0.0","80","65","78",,,,,,,
"USC00300443","BATAVIA, NY US","2009-07-31",,,,"0.00","0.0","0.0","80","64","77",,,,,,,
"USC00300443","BATAVIA, NY US","2009-08-01",,,,"0.00","0.0","0.0","80","74","78",,,,,,,
"USC00300443","BATAVIA, NY US","2009-08-02",,,,"0.10","0.0","0.0","75","58","72",,,,,,,
"USC00300443","BATAVIA, NY US","2009-08-03",,,,"0.00","0.0","0.0","80","67","78",,,,,,,
"USC00300443","BATAVIA, NY US","2009-08-04",,,,"0.00","0.0","0.0","83","78","82",,,,,,,
"USC00300443","BATAVIA, NY US","2009-08-05",,,,"0.03","0.0","0.0","72","57","71",,,,,,,
"USC00300443","BATAVIA, NY US","2009-08-06",,,,"0.00","0.0","0.0","73","56","71",,,,,,,
"USC00300443","BATAVIA, NY US","2009-08-07",,,,"0.00","0.0","0.0","72","57","70",,,,,,,
"USC00300443","BATAVIA, NY US","2009-08-08",,,,"0.00","0.0","0.0","74","55","72",,,,,,,
"USC00300443","BATAVIA, NY US","2009-08-09",,,,"0.40","0.0","0.0","79","64","70",,,,,,,
"USC00300443","BATAVIA, NY US","2009-08-10",,,,"1.00","0.0","0.0","83","67","83",,,,,,,
"USC00300443","BATAVIA, NY US","2009-08-11",,,,"0.10","0.0","0.0","81","68","80",,,,,,,
"USC00300443","BATAVIA, NY US","2009-08-12",,,,"0.00","0.0","0.0","79","63","77",,,,,,,
"USC00300443","BATAVIA, NY US","2009-08-13",,,,"0.01","0.0","0.0","83","60","81",,,,,,,
"USC00300443","BATAVIA, NY US","2009-08-14",,,,"0.01","0.0","0.0","83","64","82",,,,,,,
"USC00300443","BATAVIA, NY US","2009-08-15",,,,"0.00","0.0","0.0","85","66","84",,,,,,,
"USC00300443","BATAVIA, NY US","2009-08-16",,,,"0.00","0.0","0.0","86","67","86",,,,,,,
"USC00300443","BATAVIA, NY US","2009-08-17",,,,"0.00","0.0","0.0","88","72","81",,,,,,,
"USC00300443","BATAVIA, NY US","2009-08-18",,,,"0.00","0.0","0.0","84","73","82",,,,,,,
"USC00300443","BATAVIA, NY US","2009-08-19",,,,"0.05","0.0","0.0","80","68","79",,,,,,,
"USC00300443","BATAVIA, NY US","2009-08-20",,,,"0.00","0.0","0.0","87","63","86",,,,,,,
"USC00300443","BATAVIA, NY US","2009-08-21",,,,"1.11","0.0","0.0","81","67","79",,,,,,,
"USC00300443","BATAVIA, NY US","2009-08-22",,,,"0.00","0.0","0.0","82","65","81",,,,,,,
"USC00300443","BATAVIA, NY US","2009-08-23",,,,"0.44","0.0","0.0","75","64","65",,,,,,,
"USC00300443","BATAVIA, NY US","2009-08-24",,,,"0.16","0.0","0.0","71","60","69",,,,,,,
"USC00300443","BATAVIA, NY US","2009-08-25",,,,"0.00","0.0","0.0","77","57","75",,,,,,,
"USC00300443","BATAVIA, NY US","2009-08-26",,,,"0.10","0.0","0.0","70","62","69",,,,,,,
"USC00300443","BATAVIA, NY US","2009-08-27",,,,"0.00","0.0","0.0","70","53","68",,,,,,,
"USC00300443","BATAVIA, NY US","2009-08-28",,,,"0.00","0.0","0.0","65","55","64",,,,,,,
"USC00300443","BATAVIA, NY US","2009-08-29",,,,"0.20","0.0","0.0","73","59","70",,,,,,,
"USC00300443","BATAVIA, NY US","2009-08-30",,,,"0.04","0.0","0.0","66","57","60",,,,,,,
"USC00300443","BATAVIA, NY US","2009-08-31",,,,"0.03","0.0","0.0","67","48","67",,,,,,,
"USC00300443","BATAVIA, NY US","2009-09-01",,,,"0.00","0.0","0.0","71","48","70",,,,,,,
"USC00300443","BATAVIA, NY US","2009-09-02",,,,"0.00","0.0","0.0","74","49","73",,,,,,,
"USC00300443","BATAVIA, NY US","2009-09-03",,,,"0.00","0.0","0.0","78","55","77",,,,,,,
"USC00300443","BATAVIA, NY US","2009-09-04",,,,"0.00","0.0","0.0","75","52","75",,,,,,,
"USC00300443","BATAVIA, NY US","2009-09-05",,,,"0.00","0.0","0.0","74","55","73",,,,,,,
"USC00300443","BATAVIA, NY US","2009-09-06",,,,"0.00","0.0","0.0","74","55","73",,,,,,,
"USC00300443","BATAVIA, NY US","2009-09-07",,,,"0.01","0.0","0.0","74","55","72",,,,,,,
"USC00300443","BATAVIA, NY US","2009-09-08",,,,"0.02","0.0","0.0","76","59","75",,,,,,,
"USC00300443","BATAVIA, NY US","2009-09-09",,,,"0.00","0.0","0.0","75","56","73",,,,,,,
"USC00300443","BATAVIA, NY US","2009-09-10",,,,"0.00","0.0","0.0","73","52","72",,,,,,,
"USC00300443","BATAVIA, NY US","2009-09-11",,,,"0.00","0.0","0.0","68","49","66",,,,,,,
"USC00300443","BATAVIA, NY US","2009-09-12",,,,"0.00","0.0","0.0","72","58","71",,,,,,,
"USC00300443","BATAVIA, NY US","2009-09-13",,,,"0.00","0.0","0.0","70","54","70",,,,,,,
"USC00300443","BATAVIA, NY US","2009-09-14",,,,"0.02","0.0","0.0","74","54","72",,,,,,,
