"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT22"
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-05-01","7.61",,,"0.15","0.0","0.0","59","77","49","  330","  310",,"21.0","23.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-05-02","9.17",,,"0.00","0.0","0.0","63","68","55","  270","  270",,"21.9","29.1",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-05-03","7.61",,,"0.03","0.0","0.0","62","69","54","  170","  170",,"21.9","25.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-05-04","17.67",,,"0.00","0.0","0.0","59","64","54","  320","  320",,"35.1","45.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-05-05","15.21",,,"0.00","0.0","0.0","58","67","50","  310","  320",,"31.1","40.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-05-06","9.62",,,"0.00","0.0","0.0","59","68","53","  320","  310",,"23.0","28.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-05-07","7.61",,,"0.00","0.0","0.0","59","68","51","  190","  180",,"18.1","23.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-05-08","6.71",,,"0.39","0.0","0.0","56","58","53","   50","   60",,"14.1","21.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-05-09","6.71",,,"0.02","0.0","0.0","55","65","52","   40","   60",,"13.0","28.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-05-10","9.84",,,"0.91","0.0","0.0","65","82","55","  260","  200",,"23.9","33.1",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-05-11","8.50",,,"0.02","0.0","0.0","69","81","62","  310","  300",,"18.1","21.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-05-12","4.70",,,"0.00","0.0","0.0","73","82","64","  160","  170",,"16.1","21.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-05-13","10.51",,,"0.00","0.0","0.0","66","71","52","   40","   50",,"21.0","25.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-05-14","8.05",,,"0.00","0.0","0.0","56","68","51","   50","   70",,"14.1","19.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-05-15","10.74",,,"0.14","0.0","0.0","61","75","54","  160","  150",,"21.9","25.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-05-16","18.34",,,"1.61","0.0","0.0","67","71","60","  160","  160",,"31.1","47.0","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-05-17","10.29",,,"0.00","0.0","0.0","62","70","54","  280","  250",,"18.1","23.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-05-18","9.84",,,"0.00","0.0","0.0","60","65","53","  330","  310",,"19.9","23.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-05-19","10.96",,,"0.00","0.0","0.0","60","70","53","  300","  300",,"25.1","35.1",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-05-20","10.51",,,"0.00","0.0","0.0","65","77","57","  310","  310",,"19.9","23.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-05-21","6.71",,,"0.00","0.0","0.0","70","75","63","  290","  300",,"17.0","21.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-05-22","6.49",,,"0.28","0.0","0.0","63","65","58","   90","  100",,"14.1","17.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-05-23","8.28",,,"1.07","0.0","0.0","60","68","57","  290","  290",,"19.9","23.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-05-24","6.93",,,"0.04","0.0","0.0","60","68","57","  360","  360",,"15.0","21.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-05-25","5.82",,,"0.00","0.0","0.0","65","81","56","  170","  170",,"17.0","19.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-05-26","10.51",,,"0.00","0.0","0.0","75","87","66","  230","  250",,"21.0","25.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-05-27","9.17",,,"0.00","0.0","0.0","80","86","58","   50","  260",,"21.9","31.1",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-05-28","13.42",,,"0.00","0.0","0.0","61","60","53","   60","   70",,"21.9","25.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-05-29","8.95",,,"0.00","0.0","0.0","56","63","51","   70","   70",,"18.1","21.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-05-30","5.82",,,"0.03","0.0","0.0","63","76","56","   40","   50",,"19.9","47.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-05-31","11.41",,,"0.01","0.0","0.0","64","70","58","  340","  340",,"23.9","30.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-06-01","7.83",,,"0.00","0.0","0.0","65","77","57","  190","  170",,"17.0","23.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-06-02","10.51",,,"0.00","0.0","0.0","70","79","61","  160","  160",,"18.1","23.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-06-03","8.05",,,"0.06","0.0","0.0","76","85","64","  180","  170",,"19.9","25.1",,,"    1",,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-06-04","8.28",,,"0.00","0.0","0.0","69","81","62","   20","   20",,"19.9","25.1",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-06-05","11.41",,,"0.70","0.0","0.0","67","76","62","  320","  320",,"21.9","25.9","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-06-06","11.86",,,"0.00","0.0","0.0","68","76","61","  320","  310",,"19.9","23.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-06-07","6.71",,,"0.00","0.0","0.0","71","82","63","  220","  230",,"13.0","15.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-06-08","6.71",,,"0.00","0.0","0.0","76","85","68","  180","  180",,"19.9","25.1",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-06-09","8.05",,,"1.24","0.0","0.0","68","73","62","   40","   50",,"15.0","21.0","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-06-10","6.93",,,"0.00","0.0","0.0","67","75","63","   50","   60",,"13.0","19.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-06-11","11.63",,,"0.05","0.0","0.0","66","68","61","   60","   50",,"21.0","28.0","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-06-12","10.07",,,"0.02","0.0","0.0","64","76","59","  120","  120",,"16.1","21.0","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-06-13","8.95",,,"1.55","0.0","0.0","66","76","62","  210","  210",,"25.1","36.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-06-14","14.09",,,"0.00","0.0","0.0","70","74","62","  320","  320",,"30.0","36.0","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-06-15","9.17",,,"0.00","0.0","0.0","68","79","61","  340","  330",,"19.9","25.1",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-06-16","7.38",,,"0.00","0.0","0.0","72","81","64","  170","  170",,"17.0","21.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-06-17","7.83",,,"0.00","0.0","0.0","77","88","70","  160","  160",,"19.9","23.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-06-18","11.86",,,"0.00","0.0","0.0","83","88","75","  330","  290",,"25.1","32.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-06-19","6.49",,,"0.00","0.0","0.0","75","79","68","   10","  350",,"15.0","21.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-06-20","9.62",,,"0.00","0.0","0.0","73","80","66","  330","  330",,"18.1","21.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-06-21","8.95",,,"0.00","0.0","0.0","70","76","62","   60","   60",,"18.1","21.0",,,,,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-06-22","7.83",,,"0.00","0.0","0.0","70","77","64","  150","   60",,"15.0","21.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-06-23","8.50",,,"0.00","0.0","0.0","73","82","67","  160","  160",,"19.9","23.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-06-24","12.30",,,"0.00","0.0","0.0","74","81","69","  180","  190",,"23.9","31.1",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-06-25","11.18",,,"0.00","0.0","0.0","75","84","71","  170","  190",,"23.9","33.1",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-06-26","7.83",,,"0.07","0.0","0.0","78","86","69","   50","   50",,"18.1","23.0","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-06-27","8.05",,,"0.00","0.0","0.0","74","82","68","  190","   50",,"16.1","21.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-06-28","6.04",,,"0.00","0.0","0.0","76","87","69","  180","  190",,"16.1","21.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-06-29","8.72",,,"0.00","0.0","0.0","75","82","70","  170","  150",,"18.1","23.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-06-30","10.96",,,"0.00","0.0","0.0","76","84","69","  180","  170",,"21.0","25.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-07-01","12.08",,,"0.00","0.0","0.0","79","88","73","  180","  180",,"23.0","29.1",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-07-02","10.51",,,"0.63","0.0","0.0","82","91","72","  180","  180",,"28.0","36.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-07-03","6.93",,,"0.73","0.0","0.0","79","89","70","  330","  330",,"35.1","44.1",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-07-04","12.97",,,"0.16","0.0","0.0","71","74","65","  310","  320",,"23.9","33.1","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-07-05","13.87",,,"0.00","0.0","0.0","72","83","65","  310","  310",,"25.1","33.1",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-07-06","10.96",,,"0.00","0.0","0.0","78","87","69","  210","  210",,"21.9","29.1",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-07-07","14.54",,,"0.00","0.0","0.0","81","92","73","  320","  320",,"23.9","31.1",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-07-08","11.41",,,"0.18","0.0","0.0","84","93","72","  220","  240",,"30.0","48.1",,,"    1",,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-07-09","8.95",,,"0.00","0.0","0.0","80","88","73","  160","  160",,"21.0","25.1",,,,,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-07-10","6.71",,,"0.00","0.0","0.0","76","82","70","   50","   50",,"14.1","21.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-07-11","7.61",,,"0.00","0.0","0.0","77","85","70","  160","   60",,"13.0","23.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-07-12","9.40",,,"0.00","0.0","0.0","77","86","71","  170","  180",,"21.0","28.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-07-13","11.63",,,"0.24","0.0","0.0","75","82","71","  300","  290",,"25.1","30.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-07-14","6.93",,,"0.74","0.0","0.0","77","85","72","  170","  180",,"17.0","19.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-07-15","8.05",,,"0.93","0.0","0.0","76","88","71","  190","  200",,"18.1","36.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-07-16","6.71",,,"0.00","0.0","0.0","74","83","68","  350","  350",,"16.1","23.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-07-17","6.71",,,"0.00","0.0","0.0","75","83","68","  260","  180",,"15.0","18.1",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-07-18","6.26",,,"0.00","0.0","0.0","75","82","68","   60","   90",,"13.0","19.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-07-19","7.16",,,"0.00","0.0","0.0","73","77","68","   90","   50",,"12.1","16.1",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-07-20","9.62",,,"0.00","0.0","0.0","71","76","67","   50","   50",,"17.0","23.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-07-21","6.49",,,"0.00","0.0","0.0","74","84","67","  160","  190",,"15.0","18.1",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-07-22","9.17",,,"0.00","0.0","0.0","78","87","72","  210","  170",,"18.1","23.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-07-23","10.51",,,"0.12","0.0","0.0","80","89","74","  250","  270",,"23.9","30.0",,,"    1",,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-07-24","9.62",,,"0.00","0.0","0.0","77","81","72","   20","  360",,"17.0","21.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-07-25","8.05",,,"0.00","0.0","0.0","75","83","67","  200","  210",,"15.0","17.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-07-26","9.40",,,"0.00","0.0","0.0","76","82","71","  160","  180",,"17.0","21.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-07-27","9.62",,,"0.00","0.0","0.0","78","88","72","  160","  160",,"17.0","21.0",,,"    1",,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-07-28","13.20",,,"0.26","0.0","0.0","78","84","68","  290","  290",,"25.9","33.1",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-07-29","10.51",,,"0.00","0.0","0.0","71","76","65","  310","  300",,"25.1","32.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-07-30","7.61",,,"0.00","0.0","0.0","72","83","65","  180","  180",,"16.1","19.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-07-31","9.84",,,"0.00","0.0","0.0","75","82","70","  170","  190",,"21.0","25.1",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-08-01","8.05",,,"0.00","0.0","0.0","77","86","72","  180","  170",,"18.1","23.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-08-02","9.84",,,"0.40","0.0","0.0","71","74","65","   60","   60",,"21.0","25.1","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-08-03","6.04",,,"0.07","0.0","0.0","70","76","66","   70","   60",,"13.0","21.9","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-08-04","5.82",,,"0.00","0.0","0.0","75","84","71","  170","  180",,"17.0","21.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-08-05","5.82",,,"0.00","0.0","0.0","80","89","73","  340","  340",,"17.0","21.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-08-06","7.83",,,"0.00","0.0","0.0","77","84","71","  360","  360",,"21.0","28.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-08-07","9.62",,,"0.00","0.0","0.0","75","83","67","  320","  320",,"21.9","28.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-08-08","7.38",,,"0.00","0.0","0.0","74","82","66","  330","  320",,"13.0","19.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-08-09","3.80",,,"0.00","0.0","0.0","78","87","70","  310","  310",,"13.0","16.1",,,,,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-08-10","6.71",,,"0.00","0.0","0.0","79","87","71","  170","   60",,"12.1","19.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-08-11","8.05",,,"0.00","0.0","0.0","80","87","74","  170","  160",,"17.0","21.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-08-12","13.87",,,"0.14","0.0","0.0","76","80","71","  160","  150",,"23.0","31.1","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-08-13","14.99",,,"0.78","0.0","0.0","73","86","68","  110","  110",,"35.1","40.0","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-08-14","12.75",,,"0.00","0.0","0.0","72","79","64","  270","  270",,"21.9","28.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-08-15","9.84",,,"0.00","0.0","0.0","70","73","63","  300","  300",,"18.1","23.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-08-16","8.05",,,"0.00","0.0","0.0","72","79","66","  200","  200",,"19.9","23.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-08-17","10.07",,,"0.01","0.0","0.0","75","83","69","  330","  320",,"16.1","21.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-08-18","8.72",,,"0.00","0.0","0.0","73","81","64","  310","  310",,"17.0","21.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-08-19","8.50",,,"0.00","0.0","0.0","72","80","65","   60","   60",,"14.1","19.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-08-20","7.16",,,"0.00","0.0","0.0","75","84","71","  170","  190",,"14.1","19.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-08-21","7.38",,,"1.24","0.0","0.0","75","81","64","  210","  200",,"16.1","21.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-08-22","8.50",,,"0.07","0.0","0.0","71","76","67","  120","   60",,"16.1","23.0","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-08-23","8.28",,,"0.00","0.0","0.0","70","75","67","   60","   60",,"17.0","21.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-08-24","6.93",,,"0.00","0.0","0.0","72","80","65","   60","   50",,"15.0","23.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-08-25","5.14",,,"0.00","0.0","0.0","75","86","68","   80","   70",,"12.1","21.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-08-26","6.93",,,"0.00","0.0","0.0","79","86","71","  170","  190",,"15.0","19.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-08-27","6.93",,,"0.00","0.0","0.0","79","89","72","  160","  230",,"17.0","28.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-08-28","11.63",,,"0.00","0.0","0.0","76","80","68","  320","  320",,"23.9","31.1",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-08-29","8.28",,,"0.00","0.0","0.0","70","79","64","  140","  170",,"15.0","19.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-08-30","8.05",,,"0.00","0.0","0.0","72","77","67","  170","  180",,"17.0","23.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-08-31","9.62",,,"0.79","0.0","0.0","77","92","73","  270","  260",,"28.0","38.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-09-01","6.04",,,"0.00","0.0","0.0","80","88","76","  230","  220",,"12.1","16.1",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-09-02","9.62",,,"0.00","0.0","0.0","84","93","79","  250","  230",,"23.9","38.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-09-03","8.50",,,"0.00","0.0","0.0","80","86","73","  310","  260",,"21.0","25.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-09-04","8.05",,,"0.00","0.0","0.0","78","86","71","  180","  180",,"17.0","23.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-09-05","8.72",,,"0.00","0.0","0.0","78","85","73","  170","  200",,"18.1","21.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-09-06","10.51",,,"0.21","0.0","0.0","81","91","68","  240","  250",,"28.0","36.9",,,"    1",,,,,"    1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-09-07","8.05",,,"0.00","0.0","0.0","73","80","66","  360","   80",,"16.1","21.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-09-08","12.08",,,"0.00","0.0","0.0","71","77","65","   90","   90",,"18.1","23.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-09-09","14.09",,,"0.00","0.0","0.0","68","73","64","   50","   50",,"21.9","33.1",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-09-10","10.07",,,"0.00","0.0","0.0","69","77","63","   70","   50",,"16.1","21.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-09-11","11.41",,,"0.00","0.0","0.0","74","84","69","  330","  330",,"19.9","25.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-09-12","10.51",,,"0.00","0.0","0.0","71","76","62","   60","   50",,"16.1","25.1",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-09-13","11.86",,,"0.19","0.0","0.0","65","70","61","  110","  320",,"21.0","23.9","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-09-14","7.61",,,"0.00","0.0","0.0","62","71","55","  330","  320",,"19.9","23.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-09-15","8.05",,,"0.00","0.0","0.0","64","73","55","  190","   60",,"14.1","18.1",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-09-16","5.82",,,"0.42","0.0","0.0","64","70","58","  320","  350",,"14.1","16.1","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-09-17","4.92",,,"0.00","0.0","0.0","66","73","59","  270","  310",,"13.0","16.1",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-09-18","5.82",,,"0.00","0.0","0.0","68","75","59","   30","   30",,"16.1","19.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-09-19","12.53",,,"0.00","0.0","0.0","62","66","55","   50","   60",,"21.0","32.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-09-20","9.62",,,"0.00","0.0","0.0","65","74","58","  160","  150",,"21.0","25.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-09-21","4.03",,,"0.21","0.0","0.0","70","77","67","  260","  250",,"17.0","21.9","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-09-22","14.32",,,"0.00","0.0","0.0","69","72","57","  320","  320",,"23.9","30.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-09-23","5.82",,,"0.00","0.0","0.0","61","73","54","  310","  310",,"16.1","19.9",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-09-24","10.96",,,"0.00","0.0","0.0","65","70","60","   40","  100",,"18.1","23.0",,,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-09-25","14.99",,,"0.17","0.0","0.0","63","64","58","   50","   50",,"29.1","33.1","    1",,,,,,,,,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","2014-09-26","6.93",,,"0.00","0.0","0.0","66","77","60","   60","   60",,"15.0","18.1",,,,,,,,,,,,,,,,,,
